0.000336011 0.000788162,0.000131555 1.00079,1.00013 1.00099, ,0.0289609 10.0236,4.02876 9.98318,1.94809 2.00378, ,0.00627869 -0.0105083,4.00626 0.00323208,1.99596 2.99634, ,0.027486 -0.0104129,-0.036038 9.98939,4.99562 5.02125, ,1.00157 0.999534,5.99978 7.00102,2.00097 2.99983, ,-1.00508 -3.00941,-4.02198 -4.98382,0.0289132 0.981941, ,1.03303 2.97623,-4.06035 -4.96464,0.00966942 0.988085, ,
-0.0366686 0.0160401,-0.0446731 1.01601,0.955295 1.02401, ,0.654669 10.4535,4.57973 9.68284,1.07594 2.21803, ,0.205236 -0.279921,4.19632 -0.012966,2.00056 2.84687, ,0.157571 -0.134382,-0.5309 9.84189,4.80147 5.19799, ,0.805723 1.18682,6.22657 6.80948,1.94775 3.10925, ,-1.01188 -3.01243,-4.07414 -4.91572,0.115199 0.953638, ,1.07338 2.94085,-4.13735 -4.92351,0.0206109 0.968121, ,
-0.036957 0.0161193,-0.0450935 1.01609,0.954873 1.02422, ,0.659167 10.4565,4.58359 9.68263,1.07364 2.22071, ,0.206806 -0.280702,4.19812 -0.0172297,2.00486 2.84452, ,0.157777 -0.135916,-0.537209 9.8399,4.79819 5.19949, ,0.79733 1.1942,6.23475 6.80085,1.94503 3.11326, ,-1.01177 -3.01206,-4.07375 -4.91581,0.114713 0.954178, ,1.07278 2.94101,-4.1371 -4.92393,0.020224 0.968158, ,
-0.0372364 0.0161993,-0.0455051 1.01617,0.954461 1.02443, ,0.663575 10.4595,4.58738 9.68248,1.07148 2.22336, ,0.208328 -0.281427,4.19987 -0.021464,2.00913 2.84221, ,0.157948 -0.137437,-0.543464 9.83793,4.79493 5.20095, ,0.789366 1.20125,6.24248 6.79263,1.94244 3.11709, ,-1.01165 -3.01168,-4.07333 -4.91592,0.114196 0.954735, ,1.07217 2.94116,-4.13684 -4.92435,0.0198343 0.968197, ,
-0.0375104 0.0162802,-0.0459118 1.01624,0.954053 1.02465, ,0.667894 10.4624,4.5911 9.6824,1.06947 2.22598, ,0.209805 -0.282105,4.20158 -0.0256702,2.01337 2.83994, ,0.158085 -0.138945,-0.549668 9.83598,4.79167 5.20239, ,0.781798 1.20799,6.2498 6.78481,1.93998 3.12074, ,-1.01153 -3.0113,-4.07289 -4.91605,0.113651 0.955308, ,1.07156 2.94132,-4.13658 -4.92477,0.0194413 0.968237, ,
-0.0377828 0.0163619,-0.046317 1.01633,0.953647 1.02486, ,0.672128 10.4653,4.59476 9.68237,1.0676 2.22857, ,0.211242 -0.28274,4.20324 -0.0298484,2.01757 2.8377, ,0.158194 -0.140443,-0.555823 9.83403,4.78842 5.2038, ,0.774601 1.21442,6.25675 6.77734,1.93763 3.12423, ,-1.01141 -3.01091,-4.07243 -4.9162,0.113079 0.955896, ,1.07094 2.94148,-4.13631 -4.92519,0.0190445 0.968279, ,
-0.0380549 0.0164446,-0.0467222 1.01641,0.95324 1.02507, ,0.676278 10.4681,4.59835 9.68241,1.06586 2.23113, ,0.21264 -0.283336,4.20486 -0.0339979,2.02175 2.8355, ,0.158275 -0.14193,-0.561933 9.8321,4.78519 5.20519, ,0.767749 1.22058,6.26334 6.77022,1.93539 3.12757, ,-1.01128 -3.01051,-4.07196 -4.91636,0.112483 0.956498, ,1.07032 2.94164,-4.13604 -4.92562,0.0186439 0.968323, ,
-0.0383269 0.0165281,-0.0471273 1.01649,0.952834 1.02529, ,0.680348 10.4709,4.60187 9.6825,1.06425 2.23366, ,0.214004 -0.283895,4.20645 -0.0381182,2.02589 2.83332, ,0.158333 -0.143407,-0.568 9.83018,4.78196 5.20655, ,0.76122 1.22648,6.2696 6.76342,1.93326 3.13076, ,-1.01115 -3.01011,-4.07147 -4.91653,0.111865 0.957112, ,1.06968 2.94181,-4.13575 -4.92606,0.0182391 0.96837, ,
-0.0385988 0.0166124,-0.0475324 1.01657,0.952428 1.02551, ,0.684339 10.4737,4.60534 9.68264,1.06276 2.23616, ,0.215333 -0.28442,4.20799 -0.0422088,2.03 2.83118, ,0.158369 -0.144876,-0.574027 9.82827,4.77874 5.20789, ,0.754995 1.23212,6.27555 6.75693,1.93123 3.13382, ,-1.01102 -3.0097,-4.07096 -4.91672,0.111226 0.957739, ,1.06904 2.94199,-4.13546 -4.92651,0.0178303 0.96842, ,
-0.0388707 0.0166975,-0.0479375 1.01666,0.952021 1.02572, ,0.688254 10.4764,4.60875 9.68285,1.06139 2.23863, ,0.216632 -0.284913,4.20951 -0.0462696,2.03409 2.82906, ,0.158386 -0.146336,-0.580017 9.82636,4.77553 5.20922, ,0.749054 1.23753,6.28122 6.75071,1.92928 3.13676, ,-1.01088 -3.00929,-4.07044 -4.91692,0.110569 0.958376, ,1.06839 2.94217,-4.13516 -4.92696,0.0174175 0.968472, ,
-0.0391427 0.0167833,-0.0483426 1.01674,0.951615 1.02594, ,0.692095 10.4791,4.6121 9.6831,1.06015 2.24108, ,0.217901 -0.285376,4.21099 -0.0503004,2.03814 2.82698, ,0.158387 -0.14779,-0.585972 9.82447,4.77234 5.21052, ,0.743383 1.24272,6.28661 6.74477,1.92743 3.13957, ,-1.01074 -3.00887,-4.06991 -4.91713,0.109894 0.959023, ,1.06773 2.94235,-4.13485 -4.92742,0.0170009 0.968526, ,
-0.0394148 0.0168699,-0.0487477 1.01683,0.951209 1.02616, ,0.695864 10.4817,4.61539 9.6834,1.05901 2.2435, ,0.219142 -0.28581,4.21244 -0.0543013,2.04216 2.82492, ,0.158404 -0.149244,-0.591923 9.82257,4.76915 5.21183, ,0.737964 1.24769,6.29175 6.73909,1.92565 3.14226, ,-1.0106 -3.00845,-4.06937 -4.91736,0.109204 0.959679, ,1.06706 2.94254,-4.13453 -4.92788,0.0165806 0.968583, ,
-0.0396872 0.0169573,-0.0491528 1.01691,0.950802 1.02638, ,0.699564 10.4843,4.61863 9.68375,1.05798 2.24589, ,0.220358 -0.286218,4.21386 -0.0582721,2.04615 2.82288, ,0.158657 -0.150754,-0.59808 9.82057,4.76595 5.21328, ,0.732786 1.25246,6.29665 6.73364,1.92395 3.14484, ,-1.01045 -3.00803,-4.06882 -4.91759,0.1085 0.960343, ,1.06638 2.94273,-4.1342 -4.92836,0.0161568 0.968641, ,
-0.0399595 0.0170452,-0.0495578 1.017,0.950396 1.0266, ,0.703195 10.4869,4.62182 9.68415,1.05706 2.24826, ,0.22155 -0.286603,4.21525 -0.0622107,2.05011 2.82087, ,0.159335 -0.152367,-0.604624 9.81841,4.76274 5.215, ,0.727835 1.25703,6.30132 6.72843,1.92232 3.14732, ,-1.01031 -3.0076,-4.06825 -4.91782,0.107787 0.961012, ,1.0657 2.94293,-4.13386 -4.92883,0.01573 0.968702, ,
-0.0402312 0.0171337,-0.0499624 1.01709,0.94999 1.02682, ,0.706758 10.4894,4.62496 9.68459,1.05624 2.2506, ,0.222726 -0.286973,4.21662 -0.0661139,2.05403 2.81888, ,0.160586 -0.154105,-0.611701 9.81603,4.75951 5.21711, ,0.723113 1.26142,6.3058 6.72344,1.92078 3.1497, ,-1.01016 -3.00717,-4.06769 -4.91806,0.107073 0.961684, ,1.06501 2.94313,-4.13351 -4.92932,0.0153008 0.968764, ,
-0.0405019 0.0172225,-0.050366 1.01717,0.949585 1.02704, ,0.710253 10.4919,4.62804 9.68508,1.05552 2.25292, ,0.22389 -0.287335,4.21798 -0.0699771,2.05792 2.81691, ,0.162462 -0.155941,-0.619388 9.81345,4.75623 5.21968, ,0.718617 1.26565,6.31016 6.7186,1.91934 3.15198, ,-1.01001 -3.00674,-4.06713 -4.91829,0.106365 0.962354, ,1.06432 2.94333,-4.13316 -4.9298,0.0148701 0.968828, ,
-0.0407707 0.0173115,-0.0507683 1.01726,0.949182 1.02726, ,0.71368 10.4944,4.63107 9.68562,1.05491 2.25521, ,0.225051 -0.287699,4.21933 -0.073796,2.06176 2.81496, ,0.164803 -0.157842,-0.627615 9.81071,4.75287 5.22264, ,0.714211 1.2698,6.31457 6.7137,1.91799 3.15419, ,-1.00986 -3.00631,-4.06658 -4.91851,0.105673 0.963018, ,1.06362 2.94353,-4.13281 -4.93029,0.0144392 0.968891, ,
-0.0410371 0.0174005,-0.0511689 1.01735,0.94878 1.02748, ,0.717038 10.4968,4.63405 9.68621,1.05439 2.25747, ,0.226212 -0.28807,4.22067 -0.0775669,2.06556 2.81302, ,0.167514 -0.159784,-0.636304 9.80786,4.74943 5.22595, ,0.709741 1.27402,6.31923 6.70851,1.91668 3.15639, ,-1.00971 -3.00589,-4.06604 -4.91871,0.105002 0.963672, ,1.06293 2.94373,-4.13246 -4.93077,0.0140091 0.968954, ,
-0.0413007 0.0174896,-0.0515675 1.01744,0.94838 1.0277, ,0.72033 10.4992,4.63697 9.68683,1.05397 2.25971, ,0.227377 -0.288453,4.22201 -0.0812862,2.06932 2.8111, ,0.170528 -0.161746,-0.645392 9.80491,4.7459 5.22954, ,0.705066 1.27843,6.3243 6.70285,1.91538 3.15863, ,-1.00957 -3.00547,-4.06551 -4.9189,0.104355 0.964317, ,1.06225 2.94393,-4.13212 -4.93126,0.013581 0.969015, ,
-0.0415611 0.0175786,-0.0519637 1.01752,0.947982 1.02793, ,0.723557 10.5015,4.63985 9.6875,1.05365 2.26193, ,0.228551 -0.288855,4.22335 -0.0849497,2.07302 2.8092, ,0.173794 -0.163713,-0.654834 9.8019,4.74228 5.23341, ,0.70018 1.28305,6.32979 6.69669,1.9141 3.16093, ,-1.00942 -3.00505,-4.06499 -4.91907,0.103731 0.964951, ,1.06157 2.94413,-4.13178 -4.93173,0.0131556 0.969075, ,
-0.041818 0.0176675,-0.0523574 1.01761,0.947587 1.02815, ,0.726721 10.5039,4.64268 9.68822,1.05341 2.26412, ,0.229736 -0.289279,4.2247 -0.0885539,2.07667 2.8073, ,0.177262 -0.165672,-0.664588 9.79883,4.73859 5.2375, ,0.695101 1.28786,6.33569 6.69006,1.91283 3.16327, ,-1.00928 -3.00463,-4.06449 -4.91923,0.103131 0.965577, ,1.06089 2.94432,-4.13145 -4.9322,0.0127335 0.969132, ,
-0.0420711 0.0177563,-0.0527485 1.0177,0.947195 1.02838, ,0.729824 10.5062,4.64546 9.68897,1.05326 2.2663, ,0.230935 -0.28973,4.22605 -0.0920959,2.08027 2.80542, ,0.180886 -0.167608,-0.67461 9.79573,4.73481 5.24181, ,0.689847 1.29285,6.34198 6.68297,1.91158 3.16564, ,-1.00914 -3.00422,-4.064 -4.91937,0.102552 0.966193, ,1.06023 2.9445,-4.13113 -4.93267,0.0123151 0.969186, ,
-0.0423202 0.017845,-0.0531367 1.01779,0.946805 1.0286, ,0.732867 10.5084,4.64819 9.68976,1.05318 2.26844, ,0.232149 -0.290209,4.22741 -0.0955734,2.0838 2.80356, ,0.184622 -0.169512,-0.684857 9.79262,4.73095 5.24629, ,0.684443 1.29799,6.34861 6.67546,1.91036 3.16805, ,-1.00899 -3.0038,-4.06351 -4.9195,0.101992 0.966803, ,1.05957 2.94468,-4.13082 -4.93312,0.0119005 0.969238, ,
-0.0425653 0.0179337,-0.053522 1.01787,0.946418 1.02883, ,0.735852 10.5107,4.65088 9.69059,1.05319 2.27057, ,0.233381 -0.29072,4.22878 -0.0989845,2.08728 2.8017, ,0.188429 -0.171372,-0.69529 9.7895,4.72701 5.25093, ,0.678909 1.30326,6.35556 6.66755,1.90917 3.17047, ,-1.00885 -3.00339,-4.06304 -4.91962,0.101448 0.967407, ,1.05892 2.94486,-4.13053 -4.93357,0.0114899 0.969287, ,
-0.0428061 0.0180223,-0.0539042 1.01796,0.946034 1.02906, ,0.738783 10.5129,4.65353 9.69145,1.05326 2.27268, ,0.234631 -0.291264,4.23017 -0.102328,2.0907 2.79986, ,0.192272 -0.173181,-0.705875 9.7864,4.72299 5.25569, ,0.673269 1.30866,6.3628 6.65928,1.90802 3.1729, ,-1.0087 -3.00298,-4.06256 -4.91973,0.100917 0.968007, ,1.05829 2.94503,-4.13024 -4.93401,0.0110832 0.969334, ,
-0.0430427 0.0181108,-0.0542834 1.01805,0.945653 1.02929, ,0.741659 10.5151,4.65613 9.69234,1.05341 2.27477, ,0.2359 -0.291841,4.23156 -0.105604,2.09405 2.79802, ,0.196122 -0.17493,-0.716577 9.78333,4.7189 5.26055, ,0.667544 1.31415,6.3703 6.65068,1.9069 3.17533, ,-1.00855 -3.00257,-4.06209 -4.91983,0.100396 0.968606, ,1.05765 2.94519,-4.12997 -4.93444,0.01068 0.969378, ,
-0.0432751 0.0181993,-0.0546594 1.01813,0.945276 1.02952, ,0.744485 10.5173,4.6587 9.69327,1.05362 2.27684, ,0.237188 -0.292453,4.23297 -0.108812,2.09735 2.7962, ,0.199952 -0.176616,-0.727372 9.7803,4.71475 5.2655, ,0.661753 1.31973,6.37803 6.64177,1.90583 3.17776, ,-1.0084 -3.00216,-4.06162 -4.91993,0.0998813 0.969203, ,1.05703 2.94535,-4.1297 -4.93487,0.01028 0.96942, ,
-0.0435033 0.0182878,-0.0550324 1.01822,0.944901 1.02975, ,0.747261 10.5194,4.66122 9.69422,1.05389 2.27889, ,0.238496 -0.293099,4.23439 -0.111953,2.10058 2.7944, ,0.203744 -0.178233,-0.738234 9.7773,4.71052 5.27052, ,0.655916 1.32537,6.38597 6.63258,1.9048 3.18017, ,-1.00825 -3.00174,-4.06114 -4.92003,0.0993708 0.969802, ,1.05641 2.94551,-4.12944 -4.93529,0.00988274 0.96946, ,
-0.0437274 0.0183763,-0.0554023 1.01831,0.94453 1.02998, ,0.749989 10.5215,4.66371 9.69521,1.05422 2.28093, ,0.239823 -0.293778,4.23583 -0.115028,2.10376 2.7926, ,0.207481 -0.17978,-0.749144 9.77436,4.70624 5.2756, ,0.650048 1.33106,6.39408 6.62314,1.90382 3.18256, ,-1.00809 -3.00133,-4.06066 -4.92013,0.0988613 0.970404, ,1.0558 2.94566,-4.12918 -4.9357,0.00948764 0.969499, ,
-0.0439475 0.0184648,-0.0557691 1.01839,0.944161 1.03022, ,0.752672 10.5236,4.66616 9.69622,1.0546 2.28295, ,0.241167 -0.29449,4.23727 -0.118038,2.10688 2.79082, ,0.211155 -0.181255,-0.760087 9.77147,4.7019 5.28073, ,0.644166 1.33679,6.40234 6.61348,1.90289 3.18493, ,-1.00792 -3.00091,-4.06017 -4.92023,0.0983501 0.971009, ,1.05519 2.94582,-4.12893 -4.93612,0.00909417 0.969537, ,
-0.0441637 0.0185534,-0.056133 1.01848,0.943795 1.03045, ,0.755311 10.5257,4.66858 9.69726,1.05504 2.28495, ,0.24253 -0.295231,4.23873 -0.120985,2.10995 2.78904, ,0.214756 -0.182657,-0.771049 9.76863,4.6975 5.28589, ,0.638282 1.34255,6.41074 6.60361,1.90201 3.18727, ,-1.00776 -3.00049,-4.05968 -4.92033,0.0978351 0.971619, ,1.05458 2.94597,-4.12868 -4.93653,0.00870175 0.969575, ,
-0.0443761 0.0186422,-0.0564939 1.01857,0.943433 1.03069, ,0.757907 10.5278,4.67096 9.69832,1.05552 2.28694, ,0.243908 -0.296002,4.2402 -0.12387,2.11296 2.78728, ,0.218096 -0.183946,-0.781851 9.76593,4.69306 5.29097, ,0.632409 1.34832,6.41925 6.59355,1.90118 3.18957, ,-1.00759 -3.00007,-4.05917 -4.92044,0.0973151 0.972235, ,1.05398 2.94612,-4.12843 -4.93694,0.00830984 0.969613, ,
-0.0445851 0.0187311,-0.0568521 1.01866,0.943073 1.03092, ,0.760464 10.5298,4.67332 9.6994,1.05605 2.28891, ,0.2453 -0.296796,4.24168 -0.126699,2.11592 2.78554, ,0.220789 -0.185045,-0.792122 9.76352,4.68862 5.29569, ,0.626552 1.35409,6.42785 6.58333,1.9004 3.19183, ,-1.00741 -2.99964,-4.05866 -4.92055,0.0967892 0.972855, ,1.05337 2.94627,-4.12817 -4.93736,0.00791788 0.969651, ,
-0.0447913 0.0188203,-0.057208 1.01874,0.942715 1.03116, ,0.762983 10.5318,4.67564 9.70051,1.05662 2.29087, ,0.246695 -0.297601,4.24316 -0.12948,2.11884 2.78381, ,0.222731 -0.18597,-0.801714 9.76142,4.6842 5.29995, ,0.620768 1.35981,6.43639 6.57311,1.89966 3.19404, ,-1.00724 -2.99921,-4.05814 -4.92067,0.096256 0.973482, ,1.05276 2.94643,-4.12791 -4.93778,0.00752527 0.96969, ,
-0.0449956 0.01891,-0.0575622 1.01883,0.942359 1.0314, ,0.765469 10.5339,4.67793 9.70163,1.05723 2.29281, ,0.248086 -0.298405,4.24463 -0.132224,2.12172 2.7821, ,0.224099 -0.186763,-0.810759 9.75955,4.67982 5.30382, ,0.615239 1.3653,6.44466 6.56317,1.89899 3.19614, ,-1.00706 -2.99878,-4.05761 -4.92079,0.0957144 0.974113, ,1.05214 2.94658,-4.12765 -4.9382,0.00713146 0.96973, ,
-0.0451986 0.0190001,-0.0579152 1.01892,0.942004 1.03164, ,0.767922 10.5359,4.68021 9.70277,1.05788 2.29475, ,0.249464 -0.299196,4.24609 -0.134938,2.12458 2.7804, ,0.225031 -0.187456,-0.819382 9.75785,4.67548 5.30741, ,0.61001 1.37053,6.45259 6.5536,1.8984 3.19811, ,-1.00688 -2.99835,-4.05708 -4.92092,0.0951643 0.974751, ,1.05153 2.94674,-4.12738 -4.93862,0.00673625 0.969771, ,
-0.0454008 0.0190908,-0.0582671 1.01901,0.94165 1.03187, ,0.770345 10.5378,4.68245 9.70393,1.05856 2.29667, ,0.250824 -0.299965,4.24753 -0.137631,2.12743 2.77873, ,0.225634 -0.188076,-0.827678 9.7563,4.67116 5.31077, ,0.60506 1.3755,6.46022 6.54436,1.89788 3.19994, ,-1.00669 -2.99791,-4.05654 -4.92105,0.0946062 0.975394, ,1.05091 2.9469,-4.12711 -4.93905,0.00633958 0.969814, ,
-0.0456026 0.019182,-0.0586183 1.0191,0.941297 1.03211, ,0.772739 10.5398,4.68468 9.7051,1.05927 2.29858, ,0.252161 -0.300706,4.24894 -0.140308,2.13025 2.77708, ,0.225993 -0.188643,-0.835722 9.75484,4.66687 5.31395, ,0.600372 1.38023,6.46755 6.53544,1.89744 3.20166, ,-1.00651 -2.99747,-4.05599 -4.92118,0.0940408 0.976041, ,1.05028 2.94707,-4.12683 -4.93948,0.00594144 0.969857, ,
-0.0458042 0.0192738,-0.058969 1.01919,0.940944 1.03235, ,0.775103 10.5418,4.68688 9.70629,1.06002 2.30048, ,0.253473 -0.301415,4.25033 -0.142973,2.13307 2.77545, ,0.226172 -0.189172,-0.843573 9.75345,4.66261 5.31701, ,0.595931 1.38473,6.47461 6.52683,1.89706 3.20326, ,-1.00632 -2.99703,-4.05544 -4.92132,0.0934688 0.976693, ,1.04965 2.94723,-4.12654 -4.93991,0.00554192 0.969902, ,
-0.0460059 0.0193661,-0.0593193 1.01928,0.940592 1.03259, ,0.777441 10.5437,4.68905 9.70749,1.0608 2.30237, ,0.254757 -0.302087,4.2517 -0.145631,2.13588 2.77385, ,0.22622 -0.189674,-0.851275 9.75211,4.65836 5.31996, ,0.591724 1.38902,6.4814 6.5185,1.89675 3.20475, ,-1.00614 -2.99658,-4.05488 -4.92147,0.0928908 0.977349, ,1.04902 2.9474,-4.12626 -4.94035,0.00514109 0.969948, ,
-0.0462078 0.0194589,-0.0596693 1.01937,0.94024 1.03283, ,0.779751 10.5456,4.69121 9.70871,1.0616 2.30425, ,0.256012 -0.30272,4.25303 -0.148283,2.13869 2.77226, ,0.226175 -0.190158,-0.85886 9.7508,4.65414 5.32284, ,0.587737 1.39309,6.48796 6.51046,1.8965 3.20614, ,-1.00595 -2.99614,-4.05432 -4.92161,0.0923076 0.978008, ,1.04839 2.94757,-4.12596 -4.94078,0.0047391 0.969994, ,
-0.0464101 0.0195523,-0.0600191 1.01946,0.939888 1.03307, ,0.782034 10.5476,4.69335 9.70994,1.06244 2.30612, ,0.257236 -0.303314,4.25433 -0.150933,2.1415 2.7707, ,0.226065 -0.190631,-0.866356 9.74952,4.64993 5.32566, ,0.58396 1.39697,6.49428 6.50267,1.8963 3.20743, ,-1.00576 -2.99569,-4.05375 -4.92176,0.0917199 0.978671, ,1.04775 2.94774,-4.12566 -4.94123,0.00433609 0.970041, ,
-0.0466127 0.0196461,-0.0603687 1.01955,0.939537 1.03331, ,0.784291 10.5495,4.69546 9.71118,1.06331 2.30798, ,0.25843 -0.303865,4.25561 -0.153581,2.1443 2.76916, ,0.225912 -0.191097,-0.87378 9.74825,4.64574 5.32842, ,0.580382 1.40066,6.50037 6.49514,1.89615 3.20863, ,-1.00557 -2.99524,-4.05318 -4.92191,0.0911285 0.979336, ,1.04711 2.94791,-4.12536 -4.94167,0.00393221 0.970089, ,
-0.0468158 0.0197404,-0.0607182 1.01964,0.939185 1.03355, ,0.786522 10.5514,4.69756 9.71244,1.0642 2.30983, ,0.259592 -0.304375,4.25685 -0.15623,2.14711 2.76764, ,0.225731 -0.19156,-0.88115 9.74699,4.64157 5.33116, ,0.576995 1.40417,6.50626 6.48785,1.89606 3.20973, ,-1.00538 -2.99479,-4.05261 -4.92206,0.090534 0.980003, ,1.04647 2.94808,-4.12506 -4.94212,0.00352766 0.970137, ,
-0.0470193 0.0198351,-0.0610675 1.01974,0.938834 1.03378, ,0.788728 10.5532,4.69964 9.71371,1.06513 2.31166, ,0.260723 -0.304841,4.25806 -0.158879,2.14992 2.76614, ,0.225536 -0.192023,-0.888474 9.74573,4.63741 5.33386, ,0.573788 1.4075,6.51195 6.48078,1.89601 3.21075, ,-1.00519 -2.99434,-4.05204 -4.92221,0.0899372 0.980672, ,1.04582 2.94826,-4.12475 -4.94257,0.00312258 0.970186, ,
-0.0472234 0.0199302,-0.0614168 1.01983,0.938482 1.03402, ,0.790909 10.5551,4.70169 9.715,1.06608 2.31349, ,0.261823 -0.305265,4.25924 -0.161531,2.15273 2.76466, ,0.225335 -0.192489,-0.895762 9.74447,4.63327 5.33654, ,0.570754 1.41066,6.51745 6.47395,1.89601 3.21169, ,-1.00499 -2.99388,-4.05146 -4.92237,0.0893386 0.981343, ,1.04518 2.94843,-4.12444 -4.94302,0.00271718 0.970235, ,
-0.0474279 0.0200257,-0.0617659 1.01992,0.938131 1.03426, ,0.793065 10.557,4.70373 9.7163,1.06706 2.31531, ,0.262892 -0.305645,4.26039 -0.164185,2.15555 2.76321, ,0.225136 -0.192957,-0.903021 9.7432,4.62914 5.3392, ,0.567886 1.41367,6.52276 6.46732,1.89605 3.21255, ,-1.0048 -2.99343,-4.05089 -4.92252,0.0887389 0.982014, ,1.04453 2.94861,-4.12413 -4.94347,0.00231163 0.970284, ,
-0.047633 0.0201215,-0.062115 1.02002,0.93778 1.0345, ,0.795197 10.5588,4.70574 9.71761,1.06807 2.31711, ,0.263933 -0.305983,4.26151 -0.166842,2.15837 2.76177, ,0.224942 -0.19343,-0.910255 9.74193,4.62502 5.34185, ,0.565175 1.41652,6.5279 6.46091,1.89614 3.21333, ,-1.00461 -2.99298,-4.05031 -4.92267,0.0881388 0.982687, ,1.04389 2.94879,-4.12382 -4.94392,0.0019061 0.970334, ,
-0.0478386 0.0202177,-0.0624639 1.02011,0.937429 1.03474, ,0.797305 10.5606,4.70774 9.71893,1.0691 2.31891, ,0.26495 -0.306278,4.26261 -0.169505,2.1612 2.76035, ,0.224759 -0.193908,-0.917468 9.74064,4.62092 5.34448, ,0.562615 1.41923,6.53287 6.45471,1.89626 3.21405, ,-1.00442 -2.99252,-4.04973 -4.92282,0.0875387 0.983359, ,1.04324 2.94896,-4.12351 -4.94437,0.00150077 0.970382, ,
-0.0480447 0.0203141,-0.0628128 1.02021,0.937078 1.03497, ,0.799389 10.5625,4.70972 9.72027,1.07016 2.3207, ,0.265938 -0.306526,4.26368 -0.172183,2.16405 2.75895, ,0.224589 -0.194392,-0.924663 9.73935,4.61683 5.3471, ,0.560189 1.42181,6.53769 6.44869,1.89642 3.21471, ,-1.00423 -2.99207,-4.04916 -4.92297,0.0869393 0.984032, ,1.0426 2.94914,-4.12319 -4.94482,0.00109582 0.970431, ,
-0.0482512 0.0204107,-0.0631615 1.0203,0.936727 1.03521, ,0.80145 10.5643,4.71168 9.72161,1.07125 2.32247, ,0.266895 -0.306726,4.26472 -0.174885,2.16693 2.75756, ,0.224435 -0.194883,-0.931843 9.73804,4.61276 5.34972, ,0.557882 1.42427,6.54236 6.44284,1.8966 3.21531, ,-1.00403 -2.99161,-4.04858 -4.92312,0.0863411 0.984704, ,1.04195 2.94931,-4.12288 -4.94528,0.000691371 0.970479, ,
-0.0484582 0.0205076,-0.0635101 1.02039,0.936377 1.03545, ,0.803488 10.5661,4.71363 9.72297,1.07236 2.32424, ,0.267819 -0.306872,4.26573 -0.177618,2.16983 2.75619, ,0.224297 -0.19538,-0.939008 9.73673,4.6087 5.35233, ,0.555682 1.42663,6.54691 6.43714,1.89681 3.21587, ,-1.00384 -2.99115,-4.04801 -4.92327,0.0857443 0.985376, ,1.04131 2.94948,-4.12257 -4.94573,0.000287535 0.970527, ,
-0.0486656 0.0206047,-0.0638585 1.02049,0.936026 1.03568, ,0.805504 10.5679,4.71555 9.72434,1.07349 2.326, ,0.268707 -0.306962,4.2667 -0.180386,2.17277 2.75482, ,0.224175 -0.195883,-0.946159 9.7354,4.60465 5.35492, ,0.553582 1.42889,6.55134 6.43158,1.89704 3.21638, ,-1.00365 -2.9907,-4.04743 -4.92342,0.0851495 0.986048, ,1.04067 2.94966,-4.12226 -4.94618,-0.000115598 0.970574, ,
-0.0488735 0.0207019,-0.0642067 1.02058,0.935676 1.03592, ,0.807498 10.5696,4.71746 9.72572,1.07465 2.32775, ,0.269561 -0.306996,4.26764 -0.183186,2.17574 2.75347, ,0.224069 -0.196392,-0.953294 9.73406,4.60061 5.35751, ,0.551578 1.43105,6.55565 6.42616,1.8973 3.21684, ,-1.00346 -2.99024,-4.04686 -4.92356,0.0845569 0.986718, ,1.04003 2.94983,-4.12195 -4.94663,-0.000517923 0.97062, ,
-0.0490816 0.0207993,-0.0645548 1.02068,0.935325 1.03615, ,0.80947 10.5714,4.71935 9.72711,1.07583 2.32949, ,0.27038 -0.306975,4.26855 -0.186019,2.17875 2.75213, ,0.223977 -0.196908,-0.960415 9.73271,4.59659 5.3601, ,0.549668 1.43313,6.55985 6.42088,1.89757 3.21727, ,-1.00327 -2.98979,-4.04629 -4.9237,0.0839668 0.987387, ,1.03939 2.95,-4.12164 -4.94708,-0.000919332 0.970665, ,
-0.0492902 0.0208968,-0.0649027 1.02077,0.934975 1.03639, ,0.811421 10.5732,4.72123 9.72851,1.07704 2.33122, ,0.271166 -0.306901,4.26942 -0.188885,2.18178 2.7508, ,0.223901 -0.197429,-0.96752 9.73134,4.59258 5.36267, ,0.547849 1.43511,6.56394 6.41573,1.89787 3.21765, ,-1.00308 -2.98933,-4.04572 -4.92384,0.0833795 0.988055, ,1.03875 2.95017,-4.12133 -4.94752,-0.00131973 0.970709, ,
-0.049499 0.0209945,-0.0652503 1.02087,0.934626 1.03662, ,0.813351 10.5749,4.72308 9.72993,1.07826 2.33295, ,0.271919 -0.306772,4.27027 -0.191782,2.18485 2.74948, ,0.223838 -0.197956,-0.97461 9.72997,4.58858 5.36523, ,0.546118 1.437,6.56793 6.41071,1.89818 3.21799, ,-1.00289 -2.98888,-4.04516 -4.92398,0.082795 0.988722, ,1.03812 2.95033,-4.12103 -4.94797,-0.00171903 0.970753, ,
